site,geometry,comid,id,fdate,resolution,gnis_id,gnis_name,lengthkm,reachcode,flowdir,wbareacomi,ftype,fcode,shape_length,streamleve,streamorde,streamcalc,fromnode,tonode,hydroseq,levelpathi,pathlength,terminalpa,arbolatesu,divergence,startflag,terminalfl,dnlevel,uplevelpat,uphydroseq,dnlevelpat,dnminorhyd,dndraincou,dnhydroseq,frommeas,tomeas,rtndiv,vpuin,vpuout,areasqkm,totdasqkm,divdasqkm,tidal,totma,wbareatype,pathtimema,hwnodesqkm,maxelevraw,minelevraw,maxelevsmo,minelevsmo,slope,elevfixed,hwtype,slopelenkm,qa_ma,va_ma,qc_ma,vc_ma,qe_ma,ve_ma,qa_01,va_01,qc_01,vc_01,qe_01,ve_01,qa_02,va_02,qc_02,vc_02,qe_02,ve_02,qa_03,va_03,qc_03,vc_03,qe_03,ve_03,qa_04,va_04,qc_04,vc_04,qe_04,ve_04,qa_05,va_05,qc_05,vc_05,qe_05,ve_05,qa_06,va_06,qc_06,vc_06,qe_06,ve_06,qa_07,va_07,qc_07,vc_07,qe_07,ve_07,qa_08,va_08,qc_08,vc_08,qe_08,ve_08,qa_09,va_09,qc_09,vc_09,qe_09,ve_09,qa_10,va_10,qc_10,vc_10,qe_10,ve_10,qa_11,va_11,qc_11,vc_11,qe_11,ve_11,qa_12,va_12,qc_12,vc_12,qe_12,ve_12,lakefract,surfarea,rareahload,rpuid,vpuid,enabled,huc2,huc4,huc6,huc8,huc10,huc12
Oak_Creek,"c(-120.81688, 46.72364)",24423655,nhdflowline_network.2372681,2001-02-06 21:00:00,Medium,1523950,Oak Creek,1.969,17030002000490,With Digitized,0,StreamRiver,46006,0.0243864005176813,6,3,3,50128164,50127971,50040188,50040188,756.266,50001315,73.393,0,0,0,5,50040188,50041998,50014346,0,1,50014346,0,100,0,0,0,1.386,81.1215,81.1215,0,0.0500483402335, ,6.86390876345,NA,-9998,52109,59675,52136,0.03828847,0, ,1.969,33.014,1.49857,31.457,1.49392,31.457,1.49392,17.413,1.15579,61.085,1.99477,61.085,1.99477,30.615,1.45183,109.81,2.61092,109.81,2.61092,53.793,1.85079,107.75,2.58788,107.75,2.58788,62.521,1.97899,71.744,2.14512,71.744,2.14512,61.974,1.97121,58.136,1.95104,58.136,1.95104,53.303,1.84332,46.582,1.76871,46.582,1.76871,38.634,1.60218,26.578,1.39243,26.578,1.39243,23.891,1.31076,16.775,1.15742,16.775,1.15742,13.409,1.04601,15.598,1.12525,15.598,1.12525,11.405,0.98525,15.246,1.1154,15.246,1.1154,15.663,1.10945,18.097,1.19231,18.097,1.19231,13.687,1.05409,31.448,1.49374,31.448,1.49374,NA,NA,NA,17b,17,1,HUC-17,HUC-1703,HUC-170300,HUC-17030002,HUC-1703000203,HUC-170300020307
